,sentence,tokens,labels
626,ive fan proactive products years youth not acne sufferer changed hit 40 fluctuating hormones caused months constant breakouts right center cheeks despite leery infomercial claims sheer desperation ordered proactive miraculously within two weeks blemish freenow im older no longer use proactive threestep system ive lookout something improve tone texture skin retinols proved strong causing constant flaky peeling skin since product contains several mild acids witch hazel thought id give shotwhile wouldnt say results dramatic two weeks skin feel smoother brighter directions suggest using toner twice day morning routine consists quick rinse hot water nothing ive using night cleansing great job picking leftover makeup residue clearly see textured pads provided makes skin feel bit tight afterward another reason wouldnt want use day first days face felt bit raw slightly passed pretty quickly used productoverall give high marks wouldnt say works miracles think really great toner gentle exfoliator skin type leaves super clean feeling skin offers clarifying antiaging benefits glycolic salicylic acids another winner proactive,"['ive', 'fan', 'proactive', 'products', 'years', 'youth', 'not', 'acne', 'sufferer', 'changed', 'hit', '40', 'fluctuating', 'hormones', 'caused', 'months', 'constant', 'breakouts', 'right', 'center', 'cheeks', 'despite', 'leery', 'infomercial', 'claims', 'sheer', 'desperation', 'ordered', 'proactive', 'miraculously', 'within', 'two', 'weeks', 'blemish', 'freenow', 'im', 'older', 'no', 'longer', 'use', 'proactive', 'threestep', 'system', 'ive', 'lookout', 'something', 'improve', 'tone', 'texture', 'skin', 'retinols', 'proved', 'strong', 'causing', 'constant', 'flaky', 'peeling', 'skin', 'since', 'product', 'contains', 'several', 'mild', 'acids', 'witch', 'hazel', 'thought', 'id', 'give', 'shotwhile', 'wouldnt', 'say', 'results', 'dramatic', 'two', 'weeks', 'skin', 'feel', 'smoother', 'brighter', 'directions', 'suggest', 'using', 'toner', 'twice', 'day', 'morning', 'routine', 'consists', 'quick', 'rinse', 'hot', 'water', 'nothing', 'ive', 'using', 'night', 'cleansing', 'great', 'job', 'picking', 'leftover', 'makeup', 'residue', 'clearly', 'see', 'textured', 'pads', 'provided', 'makes', 'skin', 'feel', 'bit', 'tight', 'afterward', 'another', 'reason', 'wouldnt', 'want', 'use', 'day', 'first', 'days', 'face', 'felt', 'bit', 'raw', 'slightly', 'passed', 'pretty', 'quickly', 'used', 'productoverall', 'give', 'high', 'marks', 'wouldnt', 'say', 'works', 'miracles', 'think', 'really', 'great', 'toner', 'gentle', 'exfoliator', 'skin', 'type', 'leaves', 'super', 'clean', 'feeling', 'skin', 'offers', 'clarifying', 'antiaging', 'benefits', 'glycolic', 'salicylic', 'acids', 'another', 'winner', 'proactive']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VP-NEU', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VP-NEU', 'O', 'O', 'O', 'O', 'B_BR', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VP-POS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TX-NEU', 'B_BP', 'B_IN', 'O', 'O', 'O', 'O', 'O', 'I-VP-NEG', 'B_BP', 'O', 'B_PT', 'O', 'O', 'O', 'B_IN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VP-POS', 'B-VP-POS', 'O', 'O', 'O', 'B_PT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PT', 'O', 'O', 'O', 'O', 'B_PT', 'O', 'O', 'B_BP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
627,suffer adult acne proactiv certainty helped acne worse since weather extremely hot believe pores getting clogged wanted try something new using past 2 half weeks feel less irritation however still residual acne better control time using toner makes face feel much cleaner comes salicylic acid supposed reduce acne toner also comes thin pads also use regular cotton padsswabs soaks toner lot bit waste since cost bit really suffering acne would give try price consideration also tried aztec mask cleans pores cheaper people sworn itupdate month regular use twice day noticed acne 75 better hopeful get better use suffer adult acne proactiv certainty helped better control,"['suffer', 'adult', 'acne', 'proactiv', 'certainty', 'helped', 'acne', 'worse', 'since', 'weather', 'extremely', 'hot', 'believe', 'pores', 'getting', 'clogged', 'wanted', 'try', 'something', 'new', 'using', 'past', '2', 'half', 'weeks', 'feel', 'less', 'irritation', 'however', 'still', 'residual', 'acne', 'better', 'control', 'time', 'using', 'toner', 'makes', 'face', 'feel', 'much', 'cleaner', 'comes', 'salicylic', 'acid', 'supposed', 'reduce', 'acne', 'toner', 'also', 'comes', 'thin', 'pads', 'also', 'use', 'regular', 'cotton', 'padsswabs', 'soaks', 'toner', 'lot', 'bit', 'waste', 'since', 'cost', 'bit', 'really', 'suffering', 'acne', 'would', 'give', 'try', 'price', 'consideration', 'also', 'tried', 'aztec', 'mask', 'cleans', 'pores', 'cheaper', 'people', 'sworn', 'itupdate', 'month', 'regular', 'use', 'twice', 'day', 'noticed', 'acne', '75', 'better', 'hopeful', 'get', 'better', 'use', 'suffer', 'adult', 'acne', 'proactiv', 'certainty', 'helped', 'better', 'control']","['O', 'O', 'B-VP-NEU', 'O', 'O', 'O', 'B-VP-POS', 'O', 'O', 'B_SW', 'O', 'B_SW', 'O', 'B-VP-NEG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SE-POS', 'O', 'O', 'O', 'B-VP-NEU', 'O', 'O', 'O', 'O', 'B_PT', 'O', 'B_BP', 'O', 'O', 'O', 'O', 'B_IN', 'I_IN', 'O', 'O', 'B-VP-POS', 'B_PT', 'O', 'O', 'O', 'B_PT', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PT', 'O', 'O', 'O', 'O', 'B-PE-NEU', 'O', 'O', 'O', 'B-VP-POS', 'O', 'O', 'O', 'B-PE-NEU', 'O', 'O', 'O', 'B_BR', 'B_PT', 'O', 'B-VP-POS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VP-POS', 'O', 'O', 'O', 'O']"
628,many years since tried proactiv products simply always caused skin become overly dry red hoping improved wouldnt harm skin much sensitive skin unfortunately still dried skin caused become red raw im thinking must allergic something ingredients gave daughter try uses daily no ill effects likes quite lotso say really dont know product going work try everyone different sensitive skin would advise stay away not probably like product lot seem work well skin tolerate works well skin tolerate,"['many', 'years', 'since', 'tried', 'proactiv', 'products', 'simply', 'always', 'caused', 'skin', 'become', 'overly', 'dry', 'red', 'hoping', 'improved', 'wouldnt', 'harm', 'skin', 'much', 'sensitive', 'skin', 'unfortunately', 'still', 'dried', 'skin', 'caused', 'become', 'red', 'raw', 'im', 'thinking', 'must', 'allergic', 'something', 'ingredients', 'gave', 'daughter', 'try', 'uses', 'daily', 'no', 'ill', 'effects', 'likes', 'quite', 'lotso', 'say', 'really', 'dont', 'know', 'product', 'going', 'work', 'try', 'everyone', 'different', 'sensitive', 'skin', 'would', 'advise', 'stay', 'away', 'not', 'probably', 'like', 'product', 'lot', 'seem', 'work', 'well', 'skin', 'tolerate', 'works', 'well', 'skin', 'tolerate']","['O', 'O', 'O', 'O', 'O', 'B_PT', 'O', 'O', 'O', 'B_BP', 'O', 'O', 'B-HY-NEG', 'B-SE-NEG', 'O', 'O', 'O', 'O', 'B_BP', 'O', 'B-SE-NEU', 'B_BP', 'O', 'O', 'B-HY-NEG', 'B_BP', 'O', 'O', 'B-SE-NEG', 'O', 'O', 'O', 'O', 'B-SE-NEG', 'O', 'B_IN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EF-NEU', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SE-NEU', 'B_BP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PT', 'O', 'O', 'O', 'O', 'B_BP', 'O', 'O', 'O', 'B_BP', 'O']"
629,aware buy paying name proactiv product works fine ingredients elsewhere found lower price bottle coolsmallish though cleansing pads bonus teenagers alternate salicylic acid benzoyl get two different products well spot treatment cheaper cost tonerif like proactiv regime like toner little research though may able find useful products lower price proactiv tone provide similar results weve used proactiv past worked expensive find alternative treatments went doctor good results ingredients product works acne expensive brand,"['aware', 'buy', 'paying', 'name', 'proactiv', 'product', 'works', 'fine', 'ingredients', 'elsewhere', 'found', 'lower', 'price', 'bottle', 'coolsmallish', 'though', 'cleansing', 'pads', 'bonus', 'teenagers', 'alternate', 'salicylic', 'acid', 'benzoyl', 'get', 'two', 'different', 'products', 'well', 'spot', 'treatment', 'cheaper', 'cost', 'tonerif', 'like', 'proactiv', 'regime', 'like', 'toner', 'little', 'research', 'though', 'may', 'able', 'find', 'useful', 'products', 'lower', 'price', 'proactiv', 'tone', 'provide', 'similar', 'results', 'weve', 'used', 'proactiv', 'past', 'worked', 'expensive', 'find', 'alternative', 'treatments', 'went', 'doctor', 'good', 'results', 'ingredients', 'product', 'works', 'acne', 'expensive', 'brand']","['O', 'O', 'O', 'O', 'O', 'B_PT', 'O', 'O', 'B_IN', 'O', 'O', 'O', 'B-PE-NEG', 'B-PK-NEU', 'O', 'O', 'B_PT', 'I_PT', 'O', 'O', 'O', 'B_IN', 'I_IN', 'B_IN', 'O', 'O', 'O', 'B_PT', 'O', 'O', 'O', 'O', 'B-PE-POS', 'O', 'O', 'O', 'O', 'O', 'B_PT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PE-NEG', 'O', 'O', 'O', 'O', 'B-EF-NEU', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EF-POS', 'B_IN', 'O', 'O', 'B-VP-POS', 'B-PE-NEG', 'B_BR']"
630,bought convenient size almost cute way love thayers products favorite lemon astringent stopped making think alcohol tried cucumber one thought got bad one threw saw smaller travel size one well decided try still nasty stink next think try thayers lemongrass salicylic acid maybe help acne better alcohol cucumber scent smells something awful,"['bought', 'convenient', 'size', 'almost', 'cute', 'way', 'love', 'thayers', 'products', 'favorite', 'lemon', 'astringent', 'stopped', 'making', 'think', 'alcohol', 'tried', 'cucumber', 'one', 'thought', 'got', 'bad', 'one', 'threw', 'saw', 'smaller', 'travel', 'size', 'one', 'well', 'decided', 'try', 'still', 'nasty', 'stink', 'next', 'think', 'try', 'thayers', 'lemongrass', 'salicylic', 'acid', 'maybe', 'help', 'acne', 'better', 'alcohol', 'cucumber', 'scent', 'smells', 'something', 'awful']","['O', 'O', 'B-QU-NEU', 'O', 'O', 'O', 'O', 'B_BR', 'O', 'O', 'B-SC-POS', 'O', 'O', 'O', 'O', 'B_IN', 'O', 'B-SC-NEG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SC-NEG', 'O', 'O', 'O', 'B_BR', 'B-SC-NEU', 'B_IN', 'I_IN', 'O', 'O', 'B-VP-NEU', 'O', 'I_IN', 'B-SC-NEG', 'O', 'O', 'O', 'O']"
631,chose get travel size bottle instead listing one labeled returnable case leaks many reviews said arrived dismayed find product leaked ziplock bag however tested bottle fine cap seal stuck poorly leaving tiny gap toner could drip peeled seal screwed cap tight bottle didnt leak anymore even held upside downand since bought mini bottle im glad say wont need return love toner btw cap size travel size bottle full sized one use interchangeably case anyone wants know defective sealing bottle cap fine,"['chose', 'get', 'travel', 'size', 'bottle', 'instead', 'listing', 'one', 'labeled', 'returnable', 'case', 'leaks', 'many', 'reviews', 'said', 'arrived', 'dismayed', 'find', 'product', 'leaked', 'ziplock', 'bag', 'however', 'tested', 'bottle', 'fine', 'cap', 'seal', 'stuck', 'poorly', 'leaving', 'tiny', 'gap', 'toner', 'could', 'drip', 'peeled', 'seal', 'screwed', 'cap', 'tight', 'bottle', 'didnt', 'leak', 'anymore', 'even', 'held', 'upside', 'downand', 'since', 'bought', 'mini', 'bottle', 'im', 'glad', 'say', 'wont', 'need', 'return', 'love', 'toner', 'btw', 'cap', 'size', 'travel', 'size', 'bottle', 'full', 'sized', 'one', 'use', 'interchangeably', 'case', 'anyone', 'wants', 'know', 'defective', 'sealing', 'bottle', 'cap', 'fine']","['O', 'O', 'O', 'B-QU-NEU', 'B-PK-NEU', 'O', 'O', 'O', 'O', 'O', 'B-PK-NEG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PT', 'O', 'B-PK-NEG', 'O', 'O', 'O', 'B-PK-NEG', 'O', 'B_PT', 'I-PK-NEG', 'O', 'O', 'O', 'O', 'O', 'B_PT', 'O', 'O', 'O', 'B-PK-NEG', 'O', 'O', 'O', 'B-PK-POS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PK-NEU', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PT', 'O', 'B-PK-NEU', 'O', 'O', 'O', 'B-PK-NEU', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PK-NEG', 'I-PK-NEG', 'O']"
632,love toner use awhile im dickinson twice daily day night face regiment nonirritating oily sensitive skin seems well skin type im sure skin type well also doesnt smell horrible way dickinson poreperfect yellow bottle smells usually use alcoholfree hydrating toner dickinson enhanced witch hazel love even product definitely comes close second place lavender scent also soothing thank amazon carrying everything need love u amazoncom lol great product works wonders,"['love', 'toner', 'use', 'awhile', 'im', 'dickinson', 'twice', 'daily', 'day', 'night', 'face', 'regiment', 'nonirritating', 'oily', 'sensitive', 'skin', 'seems', 'well', 'skin', 'type', 'im', 'sure', 'skin', 'type', 'well', 'also', 'doesnt', 'smell', 'horrible', 'way', 'dickinson', 'poreperfect', 'yellow', 'bottle', 'smells', 'usually', 'use', 'alcoholfree', 'hydrating', 'toner', 'dickinson', 'enhanced', 'witch', 'hazel', 'love', 'even', 'product', 'definitely', 'comes', 'close', 'second', 'place', 'lavender', 'scent', 'also', 'soothing', 'thank', 'amazon', 'carrying', 'everything', 'need', 'love', 'u', 'amazoncom', 'lol', 'great', 'product', 'works', 'wonders']","['O', 'B_PT', 'O', 'O', 'O', 'B_BR', 'O', 'O', 'O', 'O', 'B_BP', 'O', 'B-SE-POS', 'B-TX-POS', 'B-SE-NEU', 'B_BP', 'O', 'O', 'B_BP', 'O', 'O', 'O', 'B_BP', 'O', 'O', 'O', 'O', 'B-SC-NEU', 'O', 'O', 'B_BR', 'O', 'O', 'B-PK-NEU', 'B-SC-NEU', 'O', 'O', 'B_IN', 'B-HY-POS', 'B_PT', 'B_BR', 'O', 'O', 'B-SC-NEU', 'O', 'O', 'B_PT', 'O', 'O', 'O', 'O', 'O', 'B-SC-POS', 'I-SC-POS', 'O', 'B-SE-POS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PT', 'O', 'O']"
633,use home big bottle size perfect traveling shipped online not recommended like little no scent feels good skin problem shipping loose bottle thrown bag no support received leaked bag must squished shipment silver seal inside popped ordered second time thing happened stayed mostly full refill kept bottle little care packaging would appreciated like products dont recommend ordering online,"['use', 'home', 'big', 'bottle', 'size', 'perfect', 'traveling', 'shipped', 'online', 'not', 'recommended', 'like', 'little', 'no', 'scent', 'feels', 'good', 'skin', 'problem', 'shipping', 'loose', 'bottle', 'thrown', 'bag', 'no', 'support', 'received', 'leaked', 'bag', 'must', 'squished', 'shipment', 'silver', 'seal', 'inside', 'popped', 'ordered', 'second', 'time', 'thing', 'happened', 'stayed', 'mostly', 'full', 'refill', 'kept', 'bottle', 'little', 'care', 'packaging', 'would', 'appreciated', 'like', 'products', 'dont', 'recommend', 'ordering', 'online']","['O', 'O', 'B-QU-POS', 'B-PK-POS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SC-POS', 'O', 'O', 'B_BP', 'O', 'O', 'O', 'B-PK-NEG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PK-NEG', 'O', 'O', 'O', 'O', 'B-PK-NEG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PK-NEU', 'O', 'O', 'B-PK-NEU', 'O', 'O', 'O', 'B_PT', 'O', 'O', 'O', 'O']"
634,love product wish could keep getting cant find new travel size toner im flight attendant constantly move uprooting belongings dont need travel size im working still travel lot leisure need travel sizes stuff dont constantly switch also helps save space ive gotten product twice first time used twice got flipped side put bag differently gone time noticed luckily doesnt really damage anything smells good fast drying not travesty thought hadnt sealed way leaky bottle nope ordered used half bottle leaked dont use environment might need anywhere upright dont travel,"['love', 'product', 'wish', 'could', 'keep', 'getting', 'cant', 'find', 'new', 'travel', 'size', 'toner', 'im', 'flight', 'attendant', 'constantly', 'move', 'uprooting', 'belongings', 'dont', 'need', 'travel', 'size', 'im', 'working', 'still', 'travel', 'lot', 'leisure', 'need', 'travel', 'sizes', 'stuff', 'dont', 'constantly', 'switch', 'also', 'helps', 'save', 'space', 'ive', 'gotten', 'product', 'twice', 'first', 'time', 'used', 'twice', 'got', 'flipped', 'side', 'put', 'bag', 'differently', 'gone', 'time', 'noticed', 'luckily', 'doesnt', 'really', 'damage', 'anything', 'smells', 'good', 'fast', 'drying', 'not', 'travesty', 'thought', 'hadnt', 'sealed', 'way', 'leaky', 'bottle', 'nope', 'ordered', 'used', 'half', 'bottle', 'leaked', 'dont', 'use', 'environment', 'might', 'need', 'anywhere', 'upright', 'dont', 'travel']","['O', 'B_PT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-QU-NEU', 'B_PT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-QU-NEU', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-QU-NEU', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SC-POS', 'O', 'O', 'B-HY-NEU', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PK-NEG', 'O', 'O', 'O', 'O', 'B-PK-NEG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
635,using unscented version thayers toner liked needed travel size version usually like cucumber scented things decided try travel sized cucumber version mistake smells like cucumber like old musty one dont think formula works well eitheralso bottle leaked travel would good trial run buying full sized bottle glad didnt buy 12 ounces cucumber blegh cant recommend travel,"['using', 'unscented', 'version', 'thayers', 'toner', 'liked', 'needed', 'travel', 'size', 'version', 'usually', 'like', 'cucumber', 'scented', 'things', 'decided', 'try', 'travel', 'sized', 'cucumber', 'version', 'mistake', 'smells', 'like', 'cucumber', 'like', 'old', 'musty', 'one', 'dont', 'think', 'formula', 'works', 'well', 'eitheralso', 'bottle', 'leaked', 'travel', 'would', 'good', 'trial', 'run', 'buying', 'full', 'sized', 'bottle', 'glad', 'didnt', 'buy', '12', 'ounces', 'cucumber', 'blegh', 'cant', 'recommend', 'travel']","['O', 'O', 'O', 'B_BR', 'B_PT', 'O', 'O', 'O', 'B-QU-NEU', 'O', 'O', 'O', 'B-SC-NEU', 'I-SC-NEU', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-SC-NEU', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PK-NEG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PK-NEU', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
636,ive used product various week far good pros pretty neutral scent clean tingly feeling skin leaves skin smoother used moisturizer pm tone appears even cons bottle glass no dispenser top mouth bottle comes stopper think small dispensing hole center upon closer inspection solid bad top wouldve ideal price bit high little goes long way cotton ball expect bottle last,"['ive', 'used', 'product', 'various', 'week', 'far', 'good', 'pros', 'pretty', 'neutral', 'scent', 'clean', 'tingly', 'feeling', 'skin', 'leaves', 'skin', 'smoother', 'used', 'moisturizer', 'pm', 'tone', 'appears', 'even', 'cons', 'bottle', 'glass', 'no', 'dispenser', 'top', 'mouth', 'bottle', 'comes', 'stopper', 'think', 'small', 'dispensing', 'hole', 'center', 'upon', 'closer', 'inspection', 'solid', 'bad', 'top', 'wouldve', 'ideal', 'price', 'bit', 'high', 'little', 'goes', 'long', 'way', 'cotton', 'ball', 'expect', 'bottle', 'last']","['O', 'O', 'B_PT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SC-POS', 'O', 'B-SE-POS', 'O', 'B_BP', 'O', 'B_BP', 'B-AP-POS', 'O', 'B_PT', 'O', 'O', 'O', 'O', 'O', 'B-PK-NEG', 'O', 'O', 'B-PK-NEG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PE-NEU', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
637,extremely sensitive acne prone dehydrated skin search gentle exfoliant ages im 99 sure ive found toner padspros large pads sterile packaging tweezers super convenient removes residual product skin post cleansing importantly three days noticed insane difference pores cheek also pimple forehead flatten one usecons face red minutes use lid jar not close way mess closed completely important product not want solution inside dry three days smaller pores,"['extremely', 'sensitive', 'acne', 'prone', 'dehydrated', 'skin', 'search', 'gentle', 'exfoliant', 'ages', 'im', '99', 'sure', 'ive', 'found', 'toner', 'padspros', 'large', 'pads', 'sterile', 'packaging', 'tweezers', 'super', 'convenient', 'removes', 'residual', 'product', 'skin', 'post', 'cleansing', 'importantly', 'three', 'days', 'noticed', 'insane', 'difference', 'pores', 'cheek', 'also', 'pimple', 'forehead', 'flatten', 'one', 'usecons', 'face', 'red', 'minutes', 'use', 'lid', 'jar', 'not', 'close', 'way', 'mess', 'closed', 'completely', 'important', 'product', 'not', 'want', 'solution', 'inside', 'dry', 'three', 'days', 'smaller', 'pores']","['O', 'B-SE-NEU', 'B-VP-NEU', 'O', 'B-HY-NEU', 'B_BP', 'O', 'B-SE-NEU', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PT', 'O', 'O', 'B_PT', 'O', 'B-PK-POS', 'O', 'O', 'O', 'O', 'O', 'B_PT', 'B_BP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VP-POS', 'B_BP', 'O', 'B-VP-POS', 'B_BP', 'O', 'O', 'O', 'B_BP', 'B-SE-NEG', 'O', 'O', 'B-PK-NEG', 'I-PK-NEG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PT', 'O', 'O', 'O', 'O', 'B-TX-NEG', 'O', 'O', 'O', 'B-VP-POS']"
638,work types skin whether dry sensitive oily combination skin needly daily toner pad skincare friend gentle yet effective formula ensures everyone enjoy benefits best part like toner pad amount essence container pad thoroughly soaked essences never dries since started using needly toner pad could feel skin big changes facial routinei used toner pad every day every night wiping face cleansing continued normal skincare routine serum moisturizer im good go day suitable skin types,"['work', 'types', 'skin', 'whether', 'dry', 'sensitive', 'oily', 'combination', 'skin', 'needly', 'daily', 'toner', 'pad', 'skincare', 'friend', 'gentle', 'yet', 'effective', 'formula', 'ensures', 'everyone', 'enjoy', 'benefits', 'best', 'part', 'like', 'toner', 'pad', 'amount', 'essence', 'container', 'pad', 'thoroughly', 'soaked', 'essences', 'never', 'dries', 'since', 'started', 'using', 'needly', 'toner', 'pad', 'could', 'feel', 'skin', 'big', 'changes', 'facial', 'routinei', 'used', 'toner', 'pad', 'every', 'day', 'every', 'night', 'wiping', 'face', 'cleansing', 'continued', 'normal', 'skincare', 'routine', 'serum', 'moisturizer', 'im', 'good', 'go', 'day', 'suitable', 'skin', 'types']","['O', 'O', 'B_BP', 'O', 'B-HY-NEU', 'B-SE-NEU', 'B-AP-NEU', 'O', 'B_BP', 'O', 'O', 'B_PT', 'I_PT', 'O', 'O', 'B-SE-POS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PT', 'I_PT', 'O', 'O', 'B-PK-NEU', 'O', 'O', 'O', 'O', 'O', 'B-HY-POS', 'O', 'O', 'O', 'O', 'B_PT', 'I_PT', 'O', 'O', 'B_BP', 'O', 'O', 'O', 'O', 'O', 'B_PT', 'I_PT', 'O', 'O', 'O', 'O', 'O', 'B_BP', 'O', 'O', 'O', 'O', 'O', 'B_PT', 'B_PT', 'O', 'O', 'O', 'O', 'O', 'B_BP', 'O']"
639,used exfoliating toner years another brand comparable work well also cheaper department store brands change skin prepping removing old skin helping products like serum moisturizers absorb deeper effective havent used one good one try took advice reviews cut mine half large need one use also packing away trip put sealed baggie jar leak exfoliating toners great use,"['used', 'exfoliating', 'toner', 'years', 'another', 'brand', 'comparable', 'work', 'well', 'also', 'cheaper', 'department', 'store', 'brands', 'change', 'skin', 'prepping', 'removing', 'old', 'skin', 'helping', 'products', 'like', 'serum', 'moisturizers', 'absorb', 'deeper', 'effective', 'havent', 'used', 'one', 'good', 'one', 'try', 'took', 'advice', 'reviews', 'cut', 'mine', 'half', 'large', 'need', 'one', 'use', 'also', 'packing', 'away', 'trip', 'put', 'sealed', 'baggie', 'jar', 'leak', 'exfoliating', 'toners', 'great', 'use']","['O', 'O', 'B_PT', 'O', 'O', 'B_PT', 'O', 'O', 'O', 'O', 'B-PE-POS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_BP', 'O', 'B_BP', 'O', 'B_PT', 'B_PT', 'O', 'O', 'B_PT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PK-NEG', 'O', 'O', 'B_PT', 'O', 'O']"
